Vendor,Brand,DS#,UPC,Product Name,Vendor Item#,Wholesale Cost,Drop Ship Cost,MSRP,Case Qty,# Images,Has Compliance Docs,Supplier ID,Source File,File Path
CANAL TOYS,Style 4 Ever,5530982,850041019666,Style 4 Ever 3-in-1 Scrapbooking Station,228351,13.28,19.87,26.99,4,11,No,1051,Canal Toys New Item Setup Sheet Template Version 2025 3.25.26.xlsx,products/canal-toys/DS5530982.json
CANAL TOYS,Style 4 Ever,5530984,850052337384,Style 4 Ever Diamond Art Lamp Set – Unicorn & Butterfly,228391,7.3,11.15,14.99,6,10,No,1051,Canal Toys New Item Setup Sheet Template Version 2025 3.25.26.xlsx,products/canal-toys/DS5530984.json
CANAL TOYS,Style 4 Ever,5530985,850052337391,Style 4 Ever Diamond Art 4-in-1 Studio with LED Drawing Board,228392,12.29,18.74,24.99,4,10,No,1051,Canal Toys New Item Setup Sheet Template Version 2025 3.25.26.xlsx,products/canal-toys/DS5530985.json
CANAL TOYS,Style 4 Ever,5531000,850068897858,Style 4 Ever Mini Camera Backpack Charm Kit with Beads,OFG361,11.88,16,19.99,6,10,No,1051,Canal Toys New Item Setup Sheet Template Version 2025 3.25.26.xlsx,products/canal-toys/DS5531000.json
Family Games America,FGA,5531454,086453006011,PARADUX,FG0000601,20,,39.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531454.json
Family Games America,FGA,5531455,086453006028,ONE UP,FG0000602,20,,39.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531455.json
Family Games America,FGA,5531456,086453006110,INVERSE,FG0000611,20,,39.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531456.json
Family Games America,FGA,5531457,086453006257,QUIRKY,FG0000625,20,,39.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531457.json
Family Games America,FGA,5531458,086453008022,MARK MY WORDS,FG0000802,15,,29.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531458.json
Family Games America,FGA,5531463,086453200938,DON'T COUNT ON IT -ORIGINAL,FG0020093,10,,19.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531463.json
Family Games America,FGA,5531464,086453200990,DON'T BREAK THE BOTTLE WINE PUZZLE - ORIGINAL,FG0020099,12.5,,24.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531464.json
Family Games America,FGA,5531465,086453201010,DON'T BREAK THE BOTTLE WINE PUZZLE - CORKSCREW,FG0020101,15,,29.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531465.json
Family Games America,FGA,5531466,086453201089,GUZZLER DRINKING GAMES,FG0020108,10,,19.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531466.json
Family Games America,MATHABLE,5531459,086453050014,MATHABLE DELUXE,FG0005001,15,,29.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531459.json
Family Games America,MATHABLE,5531460,086453050021,MATHABLE DOMINO,FG0005002,12.5,,24.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531460.json
Family Games America,MATHABLE,5531461,086453050045,MATHABLE CLASSIC,FG0005004,10,,19.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531461.json
Family Games America,MATHABLE,5531462,086453050069,MATHABLE JR.,FG0005006,10,,19.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531462.json
Family Games America,Matchitecture,5531422,061404066023,MATCHITECTURE - GLUE - 120 ML /4 OZ,MATCH6602,,,4.99,12,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531422.json
Family Games America,Matchitecture,5531423,061404066054,MATCHITECTURE - MICROBEAM REFILL KIT,MATCH6605,,,24.99,6,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531423.json
Family Games America,Matchitecture,5531424,061404066108,MATCHITECTURE - FOKKER DR1 TRIPLANE - 1050 PCS.,MATCH6610,,,34.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531424.json
Family Games America,Matchitecture,5531425,061404066115,MATCHITECTURE - EIFFEL TOWER - 1150 PCS.,MATCH6611,,,34.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531425.json
Family Games America,Matchitecture,5531426,061404066139,MATCHITECTURE - GOLD RUSH TRAIN - 1800 PCS.,MATCH6613,,,49.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531426.json
Family Games America,Matchitecture,5531427,061404066146,MATCHITECTURE - STATUE OF LIBERTY - 1250 PCS.,MATCH6614,,,34.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531427.json
Family Games America,Matchitecture,5531428,061404066153,MATCHITECTURE - FIRE TRUCK - 1600 PCS.,MATCH6615,,,34.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531428.json
Family Games America,Matchitecture,5531429,061404066160,MATCHITECTURE - ANTIQUE CAR - 1150 PCS.,MATCH6616,,,34.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531429.json
Family Games America,Matchitecture,5531430,061404066177,MATCHITECTURE - ARC DE TRIOMPHE - 1750 PCS.,MATCH6617,,,34.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531430.json
Family Games America,Matchitecture,5531431,061404066184,MATCHITECTURE - BIG BEN - 1250 PCS.,MATCH6618,,,34.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531431.json
Family Games America,Matchitecture,5531432,061404066191,MATCHITECTURE - TOWER OF PISA - 2300 PCS.,MATCH6619,,,49.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531432.json
Family Games America,Matchitecture,5531433,061404066207,MATCHITECTURE - THE QUEBEC BRIDGE -  2150 PCS.,MATCH6620,,,49.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531433.json
Family Games America,Matchitecture,5531434,061404066214,MATCHITECTURE - WINDMILL - 2700 PCS.,MATCH6621,,,49.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531434.json
Family Games America,Matchitecture,5531435,061404066221,MATCHITECTURE - BIG RIG TRUCK - 2000 PCS.,MATCH6622,,,49.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531435.json
Family Games America,Matchitecture,5531436,061404066238,MATCHITECTURE - COUNTRY HOUSE - 2300 PCS.,MATCH6623,,,49.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531436.json
Family Games America,Matchitecture,5531437,061404066245,MATCHITECTURE - 1001 NIGHTS - 1550 PCS.,MATCH6624,,,34.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531437.json
Family Games America,Matchitecture,5531438,061404066269,MATCHITECTURE - THE WHITE HOUSE - 1900 PCS.,MATCH6626,,,49.99,4,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531438.json
Family Games America,Matchitecture,5531439,061404066306,MATCHITECTURE - MISSISSIPPI RIVERBOAT - 4500 PCS.,MATCH6630,,,79.99,2,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531439.json
Family Games America,Matchitecture,5531440,061404066313,MATCHITECTURE - LONDON BRIDGE - 5000 PCS.,MATCH6631,,,79.99,2,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531440.json
Family Games America,Matchitecture,5531441,061404066351,MATCHITECTURE - TAJ MAHAL - 7500 PCS.,MATCH6635,,,99.99,2,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531441.json
Family Games America,Matchitecture,5531442,061404066368,MATCHITECTURE - NOTRE DAME CATHEDRAL - 7500 PCS.,MATCH6636,,,99.99,2,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531442.json
Family Games America,Matchitecture,5531443,061404066405,MATCHITECTURE - BULLDOZER - 500 PCS.,MATCH6640,,,24.99,6,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531443.json
Family Games America,Matchitecture,5531444,061404066412,MATCHITECTURE - MECHANICAL DIGGER - 500 PCS.,MATCH6641,,,24.99,6,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531444.json
Family Games America,Matchitecture,5531445,061404066429,MATCHITECTURE - JAPANESE BRIDGE - 500 PCS.,MATCH6642,,,24.99,6,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531445.json
Family Games America,Matchitecture,5531446,061404066436,MATCHITECTURE - CHINESE JUNK - 500 PCS.,MATCH6643,,,24.99,6,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531446.json
Family Games America,Matchitecture,5531447,061404066467,MATCHITECTURE - RESCUE HELICOPTER - 500 PCS.,MATCH6646,,,24.99,6,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531447.json
Family Games America,Matchitecture,5531448,061404066474,MATCHITECTURE - EMPIRE STATE BUILDING - 650 PCS.,MATCH6647,,,24.99,6,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531448.json
Family Games America,Matchitecture,5531449,061404066481,MATCHITECTURE - CHRYSLER BUILDING - 850 PCS.,MATCH6648,,,24.99,6,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531449.json
Family Games America,Matchitecture,5531450,061404066498,MATCHITECTURE - MOTORCYCLE - 700 PCS.,MATCH6649,,,24.99,6,0,No,2059,Family Games America New Item Setup Sheet Template Version 2025-1-1.xlsx,products/family-games-america/DS5531450.json
Family Games America,ROLL-O-PUZZ,5531451,061404007668,ROLL-O-PUZZ PUZZLE MAT - CLASSIC SIZE,BJTS00766,12.5,,24.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531451.json
Family Games America,ROLL-O-PUZZ,5531452,061404008016,ROLL-O-PUZZ PUZZLE MAT - DELUXE SIZE,BJTS00801,15,,29.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531452.json
Family Games America,ROLL-O-PUZZ,5531453,061404008108,ROLL-O-PUZZ PUZZLE MAT - COMPACT SIZE,BJTS00810,12.5,,24.99,6,0,No,2059,2nd_Family Games America_New Item Setup Sheet Template Version 2026 Games.xlsx,products/family-games-america/DS5531453.json
First 4 Figures,FiGGYZ,5531073,5061062270003,FiGGYZ - Street Fighter 2 - Ryu,FSF2RY01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531073.json
First 4 Figures,FiGGYZ,5531074,5061062270010,FiGGYZ - Street Fighter 2 - Chun Li,FSF2CL01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531074.json
First 4 Figures,FiGGYZ,5531075,5061062270027,FiGGYZ - Street Fighter 2 - Ken,FSF2KE01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531075.json
First 4 Figures,FiGGYZ,5531076,5061062270034,FiGGYZ - Street Fighter 2 - Guile,FSF2GU01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531076.json
First 4 Figures,FiGGYZ,5531077,5061062270041,FiGGYZ - Yu-Gi-Oh! - Yami Yugi,FYGOYY01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531077.json
First 4 Figures,FiGGYZ,5531078,5061062270058,FiGGYZ - Yu-Gi-Oh! - Dark Magician,FYGODM01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531078.json
First 4 Figures,FiGGYZ,5531079,5061062270065,FiGGYZ - Yu-Gi-Oh! - Dark Magician Girl,FYGODG01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531079.json
First 4 Figures,FiGGYZ,5531080,5061062270072,FiGGYZ - Yu-Gi-Oh! - Black Luster Soldier,FYGOBL01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531080.json
First 4 Figures,FiGGYZ,5531081,5061062270089,FiGGYZ - Frieren: Beyond Journey's End - Frieren,FFRIFR01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531081.json
First 4 Figures,FiGGYZ,5531082,5061062270096,FiGGYZ - Frieren: Beyond Journey's End - Fern,FFRIFE01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531082.json
First 4 Figures,FiGGYZ,5531083,5061062270102,FiGGYZ - Frieren: Beyond Journey's End - Stark,FFRIST01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531083.json
First 4 Figures,FiGGYZ,5531084,5061062270119,FiGGYZ - Sea of Thieves - Captain Flameheart,FSOTCF01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531084.json
First 4 Figures,FiGGYZ,5531085,5061062270126,FiGGYZ - Sea of Thieves - Captain Briggsy,FSOTCB01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531085.json
First 4 Figures,FiGGYZ,5531086,5061062270133,FiGGYZ - Sea of Thieves - The Gold Hoarder,FSOTGH01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531086.json
First 4 Figures,FiGGYZ,5531087,5061062270140,FiGGYZ - Castlevania - Shanoa,FCASSH01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531087.json
First 4 Figures,FiGGYZ,5531088,5061062270157,FiGGYZ - Castlevania - Jonathan Morris,FCASJM01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531088.json
First 4 Figures,FiGGYZ,5531089,5061062270164,FiGGYZ - Castlevania - Soma Cruz,FCASSC01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531089.json
First 4 Figures,FiGGYZ,5531090,5061062270171,FiGGYZ - Metaphor: ReFantazio - Protagonist,FMREPR01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531090.json
First 4 Figures,FiGGYZ,5531091,5061062270188,FiGGYZ - Metaphor: ReFantazio - Gallica,FMREGA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531091.json
First 4 Figures,FiGGYZ,5531092,5061062270195,FiGGYZ - Metaphor: ReFantazio - Strohl,FMREST01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531092.json
First 4 Figures,FiGGYZ,5531093,5061062270201,FiGGYZ - Metaphor: ReFantazio - Hulkenberg,FMREHU01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531093.json
First 4 Figures,FiGGYZ,5531094,5061062270218,FiGGYZ - Metaphor: ReFantazio - Heismay,FMREHE01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531094.json
First 4 Figures,FiGGYZ,5531095,5061062270225,FiGGYZ - Sonic the Hedgehog (Classic) - Sonic,FSNCSO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531095.json
First 4 Figures,FiGGYZ,5531096,5061062270232,FiGGYZ - Sonic the Hedgehog (Classic) - Tails,FSNCTA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531096.json
First 4 Figures,FiGGYZ,5531097,5061062270249,FiGGYZ - Sonic the Hedgehog (Classic) - Knuckles,FSNCKN01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531097.json
First 4 Figures,FiGGYZ,5531098,5061062270256,FiGGYZ - Sonic the Hedgehog (Classic) - Metal Sonic,FSNCMS01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531098.json
First 4 Figures,FiGGYZ,5531099,5061062270263,FiGGYZ - Cowboy Bebop - Spike Spiegel,FCBBSS01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531099.json
First 4 Figures,FiGGYZ,5531100,5061062270270,FiGGYZ - Cowboy Bebop - Jet Black,FCBBJB01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531100.json
First 4 Figures,FiGGYZ,5531101,5061062270287,FiGGYZ - Cowboy Bebop - Faye Valentine,FCBBFV01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531101.json
First 4 Figures,FiGGYZ,5531102,5061062270294,FiGGYZ - Cowboy Bebop - Ed & Ein,FCBBEE01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531102.json
First 4 Figures,FiGGYZ,5531103,5061062270300,FiGGYZ - Banjo-Kazooie - Banjo,FBJKBA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531103.json
First 4 Figures,FiGGYZ,5531104,5061062270317,FiGGYZ - Banjo-Kazooie - Kazooie,FBJKKA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531104.json
First 4 Figures,FiGGYZ,5531105,5061062270324,FiGGYZ - Banjo-Kazooie - Gruntilda,FBJKGR01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531105.json
First 4 Figures,FiGGYZ,5531106,5061062270331,FiGGYZ - Darksiders - War,FDSIWA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531106.json
First 4 Figures,FiGGYZ,5531107,5061062270348,FiGGYZ - Darksiders - Death,FDSIDE01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531107.json
First 4 Figures,FiGGYZ,5531108,5061062270355,FiGGYZ - Darksiders - Fury,FDSIFU01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531108.json
First 4 Figures,FiGGYZ,5531109,5061062270362,FiGGYZ - Darksiders - Strife,FDSIST01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531109.json
First 4 Figures,FiGGYZ,5531110,5061062270379,FiGGYZ - Mega Man - X,FMEGMX01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531110.json
First 4 Figures,FiGGYZ,5531111,5061062270386,FiGGYZ - Mega Man - Zero,FMEGZE01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531111.json
First 4 Figures,FiGGYZ,5531112,5061062270393,FiGGYZ - Mega Man - X Ultimate Armour,FMEGMU01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531112.json
First 4 Figures,FiGGYZ,5531113,5061062270409,FiGGYZ - Frieren: Beyond Journey's End - Frieren in Mimic,FFRIFR02,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531113.json
First 4 Figures,FiGGYZ,5531114,5061062270416,FiGGYZ - Frieren: Beyond Journey's End - Himmel,FFRIHI01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531114.json
