Vendor,Brand,DS#,UPC,Product Name,Vendor Item#,Wholesale Cost,Drop Ship Cost,MSRP,Case Qty,# Images,Has Compliance Docs,Supplier ID,Source File,File Path
First 4 Figures,FiGGYZ,5531212,5061062271390,FiGGYZ - Catherine  - Rin,FCATRI01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531212.json
First 4 Figures,FiGGYZ,5531213,5061062271406,FiGGYZ - Catherine  - Katherine Mcbride,FCATKA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531213.json
First 4 Figures,FiGGYZ,5531214,5061062271413,FiGGYZ - Catherine  - Catherine,FCATCA01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531214.json
First 4 Figures,FiGGYZ,5531215,5061062271420,FiGGYZ - Persona 3 Reload - Akihiko Sanada,FP3RAS01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531215.json
First 4 Figures,FiGGYZ,5531216,5061062271437,FiGGYZ - Persona 3 Reload - Mitsuru Kirijo,FP3RMK01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531216.json
First 4 Figures,FiGGYZ,5531217,5061062271444,FiGGYZ - Persona 3 Reload - Fuuka Yamagishi,FP3RFY01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531217.json
First 4 Figures,FiGGYZ,5531218,5061062271451,FiGGYZ - Persona 5 - Skull,FPE5SK01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531218.json
First 4 Figures,FiGGYZ,5531219,5061062271468,FiGGYZ - Persona 5 - Queen,FPE5QU01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531219.json
First 4 Figures,FiGGYZ,5531220,5061062271475,FiGGYZ - Persona 5 - Fox,FPE5FO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531220.json
First 4 Figures,FiGGYZ,5531225,5061062271529,FiGGYZ - Banjo-Kazooie - Mumbo Jumbo,FBJKMJ01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531225.json
First 4 Figures,FiGGYZ,5531226,5061062271536,FiGGYZ - Banjo-Kazooie - Jinjos,FBJKJS01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531226.json
First 4 Figures,FiGGYZ,5531227,5061062271543,FiGGYZ - Banjo-Kazooie - Bottles,FBJKBO01,4.55,11.19,15.99,40,1,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531227.json
First 4 Figures,First 4 Figures,5531016,5060316626511,Animal Crossing: New Horizons – Isabelle,ACRISST,24.5,52.49,69.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531016.json
First 4 Figures,First 4 Figures,5531017,5060316626542,Animal Crossing: New Horizons – K.K. Slider,ACRKKST,24.5,52.49,69.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531017.json
First 4 Figures,First 4 Figures,5531018,5060316626573,Animal Crossing: New Horizons – Tom Nook,ACRTNST,24.5,52.49,69.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531018.json
First 4 Figures,First 4 Figures,5531019,5060316621004,Crash Bandicoot (Standard Edition),CRASHBT,28,59.99,79.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531019.json
First 4 Figures,First 4 Figures,5531020,5060316623473,Dark Souls: Sif the Great Grey Wolf SD (Standard Edition),DSSIFST,29.75,63.74,84.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531020.json
First 4 Figures,First 4 Figures,5531021,5060316627532,Darkstalkers – Morrigan Aensland,DKMOVST,35,74.99,99.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531021.json
First 4 Figures,First 4 Figures,5531022,5060316627549,Darkstalkers – Morrigan Aensland (Player 2 Variant),DKM2VST,35,74.99,99.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531022.json
First 4 Figures,First 4 Figures,5531023,5060316627235,Kirby and the Goal Door (Collector's Edition),KKGDCE,35,74.99,99.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531023.json
First 4 Figures,First 4 Figures,5531024,5060316623282,Kirby and the Goal Door (Standard Edition),KKGDST,28,59.99,79.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531024.json
First 4 Figures,First 4 Figures,5531025,5060316622421,Luigi's Mansion 3 - Luigi Standard Edition,LM03ST,29.75,63.74,84.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531025.json
First 4 Figures,First 4 Figures,5531026,5060316622438,Luigi's Mansion 3 (Collector's Edition),LM03CO,38.5,82.49,109.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531026.json
First 4 Figures,First 4 Figures,5531027,5060316624746,Mario Kart - Mario (Collector's Edition),MKARTCO,56,119.99,159.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531027.json
First 4 Figures,First 4 Figures,5531028,5060316624739,Mario Kart - Mario (Standard Edition),MKARTST,45.5,97.49,129.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531028.json
First 4 Figures,First 4 Figures,5531029,5060316622063,Metal Gear Solid: Solid Snake SD (Standard Edition),MGSSSSDST,29.75,63.74,84.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531029.json
First 4 Figures,First 4 Figures,5531030,5060316626801,Metroid Prime™ - Samus Gravity Suit PVC,MSGSST,45.5,97.49,129.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531030.json
First 4 Figures,First 4 Figures,5531031,5060316626818,Metroid Prime™ - Samus Gravity Suit PVC (Collector's Edition),MSGSCO,52.5,112.49,149.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531031.json
First 4 Figures,First 4 Figures,5531032,5060316626832,Metroid Prime™ - Samus Phazon Suit PVC,MSPSST,45.5,97.49,129.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531032.json
First 4 Figures,First 4 Figures,5531033,5060316626849,Metroid Prime™ - Samus Phazon Suit PVC (Collector's Edition),MSPSCO,52.5,112.49,149.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531033.json
First 4 Figures,First 4 Figures,5531034,5060316626634,Metroid Prime™ - Samus Varia Suit PVC,MSVSST,45.5,97.49,129.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531034.json
First 4 Figures,First 4 Figures,5531035,5060316626641,Metroid Prime™ - Samus Varia Suit PVC (Collector's Edition),MSVSCO,52.5,112.49,149.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531035.json
First 4 Figures,First 4 Figures,5531036,5060316623169,Okami: Oki Wolf Form (Standard Edition),OKAOWST,35,74.99,99.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531036.json
First 4 Figures,First 4 Figures,5531037,5060316623848,Okami: Shiranui PVC (Celestial Howl) - Standard Edition,OKASHHST,36.75,78.74,104.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531037.json
First 4 Figures,First 4 Figures,5531038,5060316623824,Okami: Shiranui PVC (Normal Pose) - Standard Edition,OKASHNST,36.75,78.74,104.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531038.json
First 4 Figures,First 4 Figures,5531039,5060316624883,Ōkamiden - Chibiterasu PVC (Standard Edition),OKACHST,36.75,78.74,104.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531039.json
First 4 Figures,First 4 Figures,5531040,5060316624692,Persona 5 - Joker PVC,P5JKST,35,74.99,99.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531040.json
First 4 Figures,First 4 Figures,5531041,5060316624708,Persona 5 - Joker PVC (Collector's Edition),P5JKCO,38.5,82.49,109.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531041.json
First 4 Figures,First 4 Figures,5531042,5060316626894,Sonic the Hedgehog - Sonic Adventure,SNADST,31.5,67.49,89.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531042.json
First 4 Figures,First 4 Figures,5531043,5060316626900,Sonic the Hedgehog - Sonic Adventure (Collector's Edition),SNADCO,42,89.99,119.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531043.json
First 4 Figures,First 4 Figures,5531044,5060316624722,Sonic The Hedgehog: Sonic (Collector's Edition),SNTFCO,42,89.99,119.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531044.json
First 4 Figures,First 4 Figures,5531045,5060316622575,Sonic The Hedgehog: Sonic (Standard Edition),SNTFST,31.5,67.49,89.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531045.json
First 4 Figures,First 4 Figures,5531046,5060316621783,Spyro The Dragon (Standard Edition),TFSPYROR,29.75,63.74,84.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531046.json
First 4 Figures,First 4 Figures,5531047,5060316623701,Spyro™ 2: Classic Ripto's Rage (Standard Edition),SPY2ST,29.75,63.74,84.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531047.json
First 4 Figures,First 4 Figures,5531048,5060316628607,Tears of the Kingdom - Link,TOTKLS,29.75,63.74,84.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531048.json
First 4 Figures,First 4 Figures,5531049,5060316624272,The Legend of Zelda: Breath of the Wild: Daruk (Collector's edition),BOTWDC,54.25,116.24,154.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531049.json
First 4 Figures,First 4 Figures,5531050,5060316624265,The Legend of Zelda: Breath of the Wild: Daruk (Standard edition),BOTWDS,47.25,101.24,134.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531050.json
First 4 Figures,First 4 Figures,5531051,5060316623923,The Legend of Zelda: Breath of the Wild: Hylian Shield (Collector's edition),BOTWHC,35,74.99,99.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531051.json
First 4 Figures,First 4 Figures,5531052,5060316623916,The Legend of Zelda: Breath of the Wild: Hylian Shield (Standard edition),BOTWHS,24.5,52.49,69.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531052.json
First 4 Figures,First 4 Figures,5531053,5060316622520,The Legend of Zelda: Breath of the Wild: Link (Collector's edition),BOTWLC,38.5,82.49,109.99,6,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531053.json
First 4 Figures,First 4 Figures,5531054,5060316620830,The Legend of Zelda: Breath of the Wild: Link (Standard edition),BOTWL,31.5,67.49,89.99,6,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531054.json
First 4 Figures,First 4 Figures,5531055,5060316624241,The Legend of Zelda: Breath of the Wild: Mipha  (Collector's edition),BOTWMC,38.5,82.49,109.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531055.json
First 4 Figures,First 4 Figures,5531056,5060316624234,The Legend of Zelda: Breath of the Wild: Mipha (Standard edition),BOTWMS,31.5,67.49,89.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531056.json
First 4 Figures,First 4 Figures,5531057,5060316623237,The Legend of Zelda: Breath of the Wild: Revali (Collector's edition),BOTWRC,38.5,82.49,109.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531057.json
First 4 Figures,First 4 Figures,5531058,5060316623220,The Legend of Zelda: Breath of the Wild: Revali (Standard edition),BOTWRS,31.5,67.49,89.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531058.json
First 4 Figures,First 4 Figures,5531059,5060316624302,The Legend of Zelda: Breath of the Wild: Urbosa (Collector's edition),BOTWUC,47.25,101.24,134.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531059.json
First 4 Figures,First 4 Figures,5531060,5060316624296,The Legend of Zelda: Breath of the Wild: Urbosa (Standard Edition),BOTWUS,40.25,86.24,114.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531060.json
First 4 Figures,First 4 Figures,5531061,5060316622469,The Legend of Zelda: Breath of the Wild: Zelda (Collector's edition),BOTWZC,36.75,78.74,104.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531061.json
First 4 Figures,First 4 Figures,5531062,5060316622346,The Legend of Zelda: Breath of the Wild: Zelda (Standard edition),BOTWZS,29.75,63.74,84.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531062.json
First 4 Figures,First 4 Figures,5531063,5060316622742,The Legend of Zelda: Majora's Mask (Collector's edition),LZMMCO,35,74.99,99.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531063.json
First 4 Figures,First 4 Figures,5531064,5060316622735,The Legend of Zelda: Majora's Mask (Standard edition),LZMMST,24.5,52.49,69.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531064.json
First 4 Figures,First 4 Figures,5531065,5060316625392,Yu-Gi-Oh! - Red-Eyes B. Dragon Black Edition,YGOREBST,49,104.99,139.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531065.json
First 4 Figures,First 4 Figures,5531066,5060316627051,Yu-Gi-Oh! - Red-Eyes B. Dragon Purple Edition,YGOREPST,49,104.99,139.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531066.json
First 4 Figures,First 4 Figures,5531067,5060316623091,Yu-Gi-Oh! Blue Eyes White Dragon - Standard Edition - Silver,YGOBESST,49,104.99,139.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531067.json
First 4 Figures,First 4 Figures,5531068,5060316623060,Yu-Gi-Oh! Blue Eyes White Dragon - Standard Edition - White,YGOBEWST,49,104.99,139.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531068.json
First 4 Figures,First 4 Figures,5531069,5060316623664,Yu-Gi-Oh! Dark Magician (Blue Variant) - Standard Edition,YGODMBS,49,104.99,139.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531069.json
First 4 Figures,First 4 Figures,5531070,5060316623626,Yu-Gi-Oh! Dark Magician (Purple Variant) - Standard Edition,YGODMPS,49,104.99,139.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531070.json
First 4 Figures,First 4 Figures,5531071,5060316626276,Yu-Gi-Oh! Dark Magician Girl (Pastel Edition) - Standard Edition,YGODGPS,49,104.99,139.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531071.json
First 4 Figures,First 4 Figures,5531072,5060316626290,Yu-Gi-Oh! Dark Magician Girl (Vibrant Edition) - Standard Edition,YGODGVS,49,104.99,139.99,4,0,No,2056,V2 First4figures New Item Setup Sheet Template Version 2025.xlsx,products/first-4-figures/DS5531072.json
Headstart Inc,Disney Toddler,5531525,840150256519,Disney Toddler Winnie the Pooh Hunny Pot Shape Sorter,25651,6.42,,22.99,4,0,No,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531525.json
Headstart Inc,Disney Toddler,5531526,840150269281,Disney Toddler Winnie the Pooh Stacking Cups,26928,4.066,,17.99,6,3,No,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531526.json
Headstart Inc,Disney Toddler,5531527,840150287223,Disney Toddler Real Feels Winnie the Pooh Plush,28722,11.77,,39.99,4,3,No,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531527.json
Headstart Inc,Disney Toddler,5531528,840150295143,Disney Toddler Winnie the Pooh Learning Bundle – Real Feels Plush & Stacking Cups,29514,14.98,,44.99,6,6,No,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531528.json
Headstart Inc,Disney Toddler,5531529,840150287247,Disney Toddler Winnie the Pooh Hunny Pot Walker,28724,21.4,,74.99,1,6,No,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531529.json
Headstart Inc,Disney Toddler,5531530,840150269274,Disney Toddler Stitch Ring Stacker,26927,5.35,,19.99,6,3,No,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531530.json
Headstart Inc,Disney Toddler,5531531,840150269298,Disney Toddler Stitch Shake It Up Feature Plush,26929,11.77,,36.99,6,1,No,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531531.json
Headstart Inc,Disney Toddler,5531532,840150295150,Disney Toddler Stitch Learning Bundle – Sensory Plush & Ring Stacker,29515,13.91,,44.99,6,6,No,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531532.json
Headstart Inc,Disney Toddler,5531533,840150301233,Toy Story Push N Play Vehicles,30123,5.3500000000000005,,22.99,9,0,Yes,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531533.json
Headstart Inc,Disney Toddler,5531534,840150301226,Toy Story Buzz Lightyear Feature Plush with Projector Light,30122,11.77,,39.99,4,3,No,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531534.json
Headstart Inc,Disney Toddler,5531535,840150287216,Disney Toddler Mickey Mouse Shape O’Clock Learning Toy,28721,5.3500000000000005,,22.99,4,3,No,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531535.json
Headstart Inc,Disney Toddler,5531536,840150287230,Disney Toddler Learn & Play Mickey Mouse Plush,28723,11.77,,39.99,4,2,No,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531536.json
Headstart Inc,Disney Toddler,5531537,840150299493,Disney Toddler Learn & Play Minnie Mouse Plush,29949,11.77,,39.99,4,6,No,2061,HeadStart Disney New Item Setup Sheet 2026.xlsx,products/headstart-inc/DS5531537.json
Headstart Inc,Mermaid Magic,5531541,840150281368,"Mermaid Magic 9"" Doll - Merlinda",28136,4.67,,17.99,3,6,No,2061,Mermaid Magic New Item Setup Sheet Template Version 2026.xlsx,products/headstart-inc/DS5531541.json
Headstart Inc,Mermaid Magic,5531542,840150281375,"Mermaid Magic 9"" Doll - Sasha",28137,4.67,,17.99,3,6,No,2061,Mermaid Magic New Item Setup Sheet Template Version 2026.xlsx,products/headstart-inc/DS5531542.json
Headstart Inc,Mermaid Magic,5531543,840150281382,"Mermaid Magic 9"" Doll - Nerissa",28138,4.67,,17.99,3,6,No,2061,Mermaid Magic New Item Setup Sheet Template Version 2026.xlsx,products/headstart-inc/DS5531543.json
Headstart Inc,Mermaid Magic,5531544,840150281481,"Mermaid Magic  9"" Warrior Transformation Doll  - Merlinda",28148,10.8,,34.99,3,7,No,2061,Mermaid Magic New Item Setup Sheet Template Version 2026.xlsx,products/headstart-inc/DS5531544.json
Headstart Inc,Mermaid Magic,5531545,840150281498,"Mermaid Magic  9"" Warrior Transformation Doll  - Sasha",28149,10.8,,34.99,3,7,No,2061,Mermaid Magic New Item Setup Sheet Template Version 2026.xlsx,products/headstart-inc/DS5531545.json
Headstart Inc,Mermaid Magic,5531546,840150281504,"Mermaid Magic  9"" Warrior Transformation Doll - Nerissa",28150,10.8,,34.99,3,7,No,2061,Mermaid Magic New Item Setup Sheet Template Version 2026.xlsx,products/headstart-inc/DS5531546.json
Headstart Inc,Mermaid Magic,5531547,840150281634,Mermaid Magic Light Up Musical Necklace,28163,3.6,,16.99,3,6,No,2061,Mermaid Magic New Item Setup Sheet Template Version 2026.xlsx,products/headstart-inc/DS5531547.json
Headstart Inc,Mermaid Magic,5531548,840150296775,Mermaid Magic Accessory Set - Merlinda,29677,6,,24.99,6,2,No,2061,Mermaid Magic New Item Setup Sheet Template Version 2026.xlsx,products/headstart-inc/DS5531548.json
Smartivity,Smartivity,5531421,8908011797723,Food Body & Nutrition,SMRT1246,15,,29.99,6,5,No,2058,Smartivity Food Body Nutrition New Item Setup Sheet Template Version 2025.xlsx,products/smartivity/DS5531421.json
